#DtalgebraSet
北川,名前,string,#,#
女性,性別,string,#,#
29,年齢,decimal,#,#
三重県,都道府県,string,#,#
マンゴーミルクプリン,注目食品,string,#,#
12.5,数値,decimal,#,#
true,フラグ,boolean,#,#
,備考,string,#,#

上原,名前,string,#,#
男性,性別,string,#,#
35,年齢,decimal,#,#
佐賀県,都道府県,string,#,#
エコナクッキングオイルＳ,注目食品,string,#,#
-12.567,数値,decimal,#,#
true,フラグ,boolean,#,#
特保,備考,string,#,#

馬場,名前,string,#,#
男性,性別,string,#,#
41,年齢,decimal,#,#
宮城県,都道府県,string,#,#
まぐろのたたきご飯,注目食品,string,#,#
0,数値,decimal,#,#
true,フラグ,boolean,#,#
,備考,string,#,#

富田,名前,string,#,#
男性,性別,string,#,#
14,年齢,decimal,#,#
鹿児島県,都道府県,string,#,#
五穀米ご飯,注目食品,string,#,#
42.195,数値,decimal,#,#
true,フラグ,boolean,#,#
,備考,string,#,#

藤原,名前,string,#,#
男性,性別,string,#,#
48,年齢,decimal,#,#
長崎県,都道府県,string,#,#
ハンバーグ＆白身魚フライ弁当,注目食品,string,#,#
-123,数値,decimal,#,#
true,フラグ,boolean,#,#
,備考,string,#,#

須藤,名前,string,#,#
女性,性別,string,#,#
20,年齢,decimal,#,#
京都府,都道府県,string,#,#
チキンと豆腐のハンバーグ弁当,注目食品,string,#,#
,数値,decimal,#,#
true,フラグ,boolean,#,#
,備考,string,#,#

萩原,名前,string,#,#
女性,性別,string,#,#
25,年齢,decimal,#,#
熊本県,都道府県,string,#,#
若鶏のグリルガーリックソース,注目食品,string,#,#
-42.195,数値,decimal,#,#
true,フラグ,boolean,#,#
,備考,string,#,#

小沢,名前,string,#,#
女性,性別,string,#,#
45,年齢,decimal,#,#
茨城県,都道府県,string,#,#
ミックスサラダ,注目食品,string,#,#
900.12345,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

栗原,名前,string,#,#
男性,性別,string,#,#
65,年齢,decimal,#,#
埼玉県,都道府県,string,#,#
ピオテアドリンク,注目食品,string,#,#
900.12345,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

岡本,名前,string,#,#
女性,性別,string,#,#
18,年齢,decimal,#,#
新潟県,都道府県,string,#,#
コロッケ＆唐揚げ弁当,注目食品,string,#,#
900.12345,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

宮崎,名前,string,#,#
男性,性別,string,#,#
23,年齢,decimal,#,#
三重県,都道府県,string,#,#
ハンバーグ＆唐揚げ,注目食品,string,#,#
900.12345,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

川村,名前,string,#,#
女性,性別,string,#,#
35,年齢,decimal,#,#
青森県,都道府県,string,#,#
日清おいしさプラスサイリウムドリンクプレーン(微糖),注目食品,string,#,#
900.12345,数値,decimal,#,#
,フラグ,boolean,#,#
特保,備考,string,#,#

西村,名前,string,#,#
女性,性別,string,#,#
68,年齢,decimal,#,#
岡山県,都道府県,string,#,#
ハンバーガー,注目食品,string,#,#
0.12345,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

永田,名前,string,#,#
男性,性別,string,#,#
60,年齢,decimal,#,#
島根県,都道府県,string,#,#
ハンバーグ＆海老フライ弁当,注目食品,string,#,#
0.12345,数値,decimal,#,#
,フラグ,boolean,#,#
,備考,string,#,#

三宅,名前,string,#,#
女性,性別,string,#,#
58,年齢,decimal,#,#
宮崎県,都道府県,string,#,#
鶏の唐揚げ,注目食品,string,#,#
